Wall time,Step,Value
1751247961.2589967,0,0.621051549911499
1751247961.5494308,1,0.332367867231369
1751247961.9674568,2,0.27765536308288574
1751247962.2277987,3,0.22882363200187683
1751247962.4867723,4,0.18649666011333466
1751247962.7128427,5,0.15902408957481384
1751247962.9447958,6,0.1415587067604065
1751247963.1706104,7,0.1283089518547058
1751247963.5772154,8,0.1169227734208107
1751247963.8357048,9,0.10636693984270096
1751247964.0876193,10,0.09692874550819397
1751247964.3388696,11,0.08908429741859436
1751247964.589584,12,0.0828445628285408
1751247964.8460329,13,0.07759243249893188
1751247965.2383375,14,0.07291198521852493
1751247965.491587,15,0.06869753450155258
1751247965.7450707,16,0.06484226137399673
1751247965.9973834,17,0.06130730360746384
1751247966.251297,18,0.05798640102148056
1751247966.5050035,19,0.05495140329003334
1751247966.8967612,20,0.05225050076842308
1751247967.1512563,21,0.04984230920672417
1751247967.4043012,22,0.04766266047954559
1751247967.659077,23,0.04560051113367081
1751247967.9120028,24,0.043614134192466736
1751247968.1668825,25,0.041715752333402634
1751247968.5516124,26,0.03993970900774002
1751247968.8094127,27,0.03828935697674751
1751247969.0691128,28,0.03674735128879547
1751247969.3274763,29,0.035310376435518265
1751247969.5826094,30,0.03396151587367058
1751247969.8368678,31,0.03269551321864128
1751247970.2325442,32,0.03148970380425453
1751247970.4899693,33,0.030329283326864243
1751247970.7433722,34,0.02922094613313675
1751247970.9968727,35,0.02816949412226677
1751247971.2497308,36,0.02717716619372368
1751247971.502739,37,0.026242772117257118
1751247971.880338,38,0.025361036881804466
1751247972.1328099,39,0.024521270766854286
1751247972.3851883,40,0.02370792254805565
1751247972.6356168,41,0.022940095514059067
1751247972.892294,42,0.022207818925380707
1751247973.15335,43,0.021504582837224007
1751247973.5330672,44,0.02082863077521324
1751247973.7901394,45,0.020251715555787086
1751247974.048491,46,0.019583959132432938
1751247974.3090036,47,0.01898760162293911
1751247974.5713096,48,0.0184449702501297
1751247974.9725444,49,0.017898468300700188
1751247975.2313206,50,0.017389927059412003
1751247975.491387,51,0.01689746044576168
1751247975.7516093,52,0.016422390937805176
1751247976.0064428,53,0.015973057597875595
1751247976.263822,54,0.015542687848210335
1751247976.6681094,55,0.0151376873254776
1751247976.9283073,56,0.014720425009727478
1751247977.1898634,57,0.014334925450384617
1751247977.456258,58,0.013961663469672203
1751247977.7147017,59,0.013603966683149338
1751247977.9749038,60,0.013258611783385277
1751247978.3756616,61,0.01292309258133173
1751247978.6359274,62,0.012597342021763325
1751247978.9000494,63,0.012283604592084885
1751247979.1584718,64,0.011981803923845291
1751247979.4195275,65,0.011690599843859673
1751247979.683108,66,0.011430833488702774
1751247980.0864491,67,0.011132931336760521
1751247980.3479898,68,0.010868865996599197
1751247980.6100945,69,0.010613375343382359
1751247980.8760993,70,0.010366120375692844
1751247981.1382668,71,0.010126122273504734
1751247981.405283,72,0.009893953800201416
1751247981.8110747,73,0.009668702259659767
1751247982.0731885,74,0.009450693614780903
1751247982.3337789,75,0.00923924520611763
1751247982.567233,76,0.009034272283315659
1751247982.7995036,77,0.008835099637508392
1751247983.0319326,78,0.008641441352665424
1751247983.408833,79,0.00845301616936922
1751247983.6445413,80,0.00827087089419365
1751247983.8776615,81,0.008093961514532566
1751247984.110529,82,0.007921481505036354
1751247984.3445823,83,0.007753787096589804
1751247984.5747242,84,0.007590731605887413
1751247984.942435,85,0.007431935053318739
1751247985.1724343,86,0.0072778379544615746
1751247985.406104,87,0.007127787452191114
1751247985.6375506,88,0.006981391925364733
1751247985.866664,89,0.006839014124125242
1751247986.0971947,90,0.006700044963508844
1751247986.4634533,91,0.006564370356500149
1751247986.6941862,92,0.006432665977627039
1751247986.9263926,93,0.006304190494120121
1751247987.1574855,94,0.006178977899253368
1751247987.3881347,95,0.006056675221771002
1751247987.6174042,96,0.005937438923865557
1751247987.9818857,97,0.005821087397634983
1751247988.2142668,98,0.00570798572152853
1751247988.447648,99,0.0055967275984585285
1751247988.6726787,100,0.0054887025617063046
1751247988.9019465,101,0.005383296404033899
1751247989.1333034,102,0.005279975943267345
1751247989.4976337,103,0.005179314874112606
1751247989.7313025,104,0.005080546252429485
1751247989.965023,105,0.00498452503234148
1751247990.195707,106,0.004890906624495983
1751247990.425939,107,0.004798696842044592
1751247990.7879415,108,0.004708907566964626
1751247991.0155945,109,0.00462129432708025
1751247991.243692,110,0.004535818938165903
1751247991.4717555,111,0.00445192027837038
1751247991.698951,112,0.004369373898953199
1751247991.9294643,113,0.00428947014734149
1751247992.2905698,114,0.004320409614592791
1751247992.519066,115,0.004137074109166861
1751247992.7508347,116,0.004061894956976175
1751247992.9832175,117,0.003987859468907118
1751247993.213481,118,0.003915061708539724
1751247993.443497,119,0.003844769671559334
1751247993.8075428,120,0.003775255521759391
1751247994.0368433,121,0.003707434283569455
1751247994.2679615,122,0.003640898736193776
1751247994.4987228,123,0.003685993840917945
1751247994.7282994,124,0.0035174975637346506
1751247994.9581494,125,0.00345435319468379
1751247995.326085,126,0.0033926109317690134
1751247995.5580113,127,0.0033327231649309397
1751247995.7888422,128,0.0032732984982430935
1751247996.0204508,129,0.003215470351278782
1751247996.2536945,130,0.0031591998413205147
